id_visita,data,cliente_id,vendedor_id,tipo_visita,objetivo,status
4832,2025-04-22,5018,1011,Online,Prospecção,Realizada
4833,2025-04-23,5010,2004,Telefone,Prospecção,Realizada
4834,2025-02-08,5212,1031,Online,Pós-venda,Realizada
4835,2025-06-06,5153,2035,Online,Negociação,Realizada
4836,2025-04-30,5398,2031,Online,Negociação,Pendente
4837,2025-06-01,5004,1013,Presencial,Pós-venda,Pendente
4838,2025-05-14,5215,2008,Online,Negociação,Pendente
4839,2025-01-10,5311,1004,Telefone,Pós-venda,Realizada
4840,2025-02-11,5406,1015,Telefone,Negociação,Realizada
4841,2025-05-05,5376,1041,Telefone,Pós-venda,Pendente
4842,2025-05-04,5472,2025,Telefone,Pós-venda,Pendente
4843,2025-02-17,5094,1026,Telefone,Prospecção,Realizada
4844,2025-02-17,5012,1035,Online,Pós-venda,Realizada
4845,2025-06-12,5456,2005,Presencial,Prospecção,Realizada
4846,2025-01-04,5140,1029,Presencial,Pós-venda,Realizada
4847,2025-04-24,5034,2011,Telefone,Prospecção,Pendente
4848,2025-05-22,5406,2024,Telefone,Negociação,Pendente
4849,2025-04-22,5020,1021,Presencial,Prospecção,Realizada
4850,2025-04-14,5254,1031,Telefone,Pós-venda,Realizada
4851,2025-01-30,5097,1003,Telefone,Prospecção,Realizada
4852,2025-03-26,5367,1015,Online,Pós-venda,Realizada
4853,2025-05-18,5030,1035,Telefone,Prospecção,Pendente
4854,2025-06-21,5446,1006,Online,Pós-venda,Pendente
4855,2025-06-02,5496,1009,Presencial,Negociação,Pendente
4856,2025-04-02,5187,1026,Telefone,Pós-venda,Pendente
4857,2025-04-09,5193,1033,Presencial,Prospecção,Pendente
4858,2025-04-13,5269,1032,Online,Prospecção,Pendente
4859,2025-05-20,5009,2013,Online,Pós-venda,Pendente
4860,2025-06-27,5324,2012,Telefone,Negociação,Pendente
4861,2025-05-04,5014,1018,Presencial,Pós-venda,Pendente
4862,2025-06-05,5440,2015,Telefone,Pós-venda,Pendente
4863,2025-05-13,5286,2009,Online,Pós-venda,Realizada
4864,2025-06-14,5060,1002,Online,Prospecção,Pendente
4865,2025-03-11,5375,2020,Presencial,Pós-venda,Realizada
4866,2025-03-07,5392,1008,Telefone,Pós-venda,Pendente
4867,2025-05-05,5388,1008,Telefone,Prospecção,Realizada
4868,2025-05-21,5352,2030,Presencial,Negociação,Pendente
4869,2025-03-23,5362,1053,Online,Prospecção,Pendente
4870,2025-02-16,5449,2033,Online,Prospecção,Realizada
4871,2025-02-19,5439,2035,Online,Pós-venda,Realizada
4872,2025-04-08,5137,1029,Online,Prospecção,Pendente
4873,2025-04-15,5333,2034,Telefone,Prospecção,Realizada
4874,2025-05-18,5338,1040,Presencial,Prospecção,Realizada
4875,2025-04-09,5164,1059,Telefone,Prospecção,Pendente
4876,2025-06-19,5359,1038,Telefone,Pós-venda,Realizada
4877,2025-03-18,5017,2002,Telefone,Negociação,Pendente
4878,2025-02-21,5432,1057,Presencial,Pós-venda,Realizada
4879,2025-04-30,5320,2006,Presencial,Negociação,Pendente
4880,2025-05-20,5314,1045,Presencial,Prospecção,Pendente
4881,2025-03-26,5479,2039,Online,Negociação,Pendente
4882,2025-03-29,5474,1057,Presencial,Prospecção,Realizada
4883,2025-06-28,5192,2032,Telefone,Pós-venda,Realizada
4884,2025-01-13,5214,1018,Presencial,Prospecção,Pendente
4885,2025-03-24,5083,2037,Online,Negociação,Realizada
4886,2025-05-26,5321,2007,Telefone,Pós-venda,Realizada
4887,2025-06-15,5425,1024,Presencial,Prospecção,Pendente
4888,2025-03-29,5030,1027,Presencial,Negociação,Pendente
4889,2025-02-11,5410,2001,Presencial,Negociação,Pendente
4890,2025-01-25,5312,2008,Telefone,Prospecção,Realizada
4891,2025-03-02,5474,2001,Online,Negociação,Realizada
4892,2025-06-26,5243,1019,Online,Negociação,Pendente
4893,2025-05-23,5121,1031,Presencial,Pós-venda,Realizada
4894,2025-05-30,5189,1018,Telefone,Pós-venda,Pendente
4895,2025-04-24,5427,1031,Online,Prospecção,Realizada
4896,2025-03-20,5375,1015,Presencial,Negociação,Pendente
4897,2025-01-29,5276,1015,Telefone,Negociação,Pendente
4898,2025-03-08,5256,2022,Telefone,Pós-venda,Pendente
4899,2025-03-02,5380,1040,Telefone,Prospecção,Pendente
4900,2025-05-22,5042,1001,Online,Prospecção,Realizada
4901,2025-02-24,5331,1032,Online,Prospecção,Pendente
4902,2025-03-19,5424,2014,Telefone,Prospecção,Realizada
4903,2025-03-05,5017,1046,Online,Pós-venda,Realizada
4904,2025-05-15,5055,2020,Presencial,Pós-venda,Realizada
4905,2025-06-29,5439,1030,Online,Pós-venda,Pendente
4906,2025-06-03,5107,1038,Online,Negociação,Pendente
4907,2025-06-09,5324,2035,Online,Prospecção,Realizada
4908,2025-01-05,5356,1042,Online,Pós-venda,Realizada
4909,2025-04-04,5498,1016,Online,Pós-venda,Pendente
4910,2025-04-23,5486,1029,Online,Prospecção,Realizada
4911,2025-06-04,5306,1048,Presencial,Pós-venda,Pendente
4912,2025-01-25,5157,2040,Online,Negociação,Realizada
4913,2025-01-05,5365,1034,Presencial,Prospecção,Pendente
4914,2025-05-03,5012,2026,Online,Pós-venda,Realizada
4915,2025-01-18,5320,2031,Telefone,Negociação,Realizada
4916,2025-04-09,5412,1030,Presencial,Pós-venda,Pendente
4917,2025-01-09,5463,2019,Presencial,Prospecção,Realizada
4918,2025-03-11,5229,2001,Online,Pós-venda,Realizada
4919,2025-05-31,5097,1049,Presencial,Pós-venda,Realizada
4920,2025-01-08,5151,1029,Online,Prospecção,Realizada
4921,2025-01-21,5116,1056,Online,Negociação,Pendente
4922,2025-03-19,5368,1060,Telefone,Negociação,Realizada
4923,2025-04-19,5406,2018,Online,Negociação,Realizada
4924,2025-05-10,5132,2006,Online,Pós-venda,Pendente
4925,2025-03-17,5389,1050,Presencial,Prospecção,Pendente
4926,2025-04-22,5207,1028,Telefone,Negociação,Realizada
4927,2025-01-07,5041,1016,Online,Pós-venda,Pendente
4928,2025-06-12,5472,2036,Telefone,Negociação,Pendente
4929,2025-04-13,5224,1060,Presencial,Prospecção,Realizada
4930,2025-06-02,5077,2037,Telefone,Pós-venda,Pendente
4931,2025-03-29,5484,1048,Presencial,Negociação,Realizada
4932,2025-04-13,5105,2026,Online,Pós-venda,Realizada
4933,2025-01-05,5275,2012,Online,Prospecção,Realizada
4934,2025-04-26,5343,1012,Telefone,Negociação,Pendente
4935,2025-04-11,5439,1009,Online,Prospecção,Realizada
4936,2025-05-02,5497,2031,Presencial,Pós-venda,Pendente
4937,2025-05-09,5317,1059,Telefone,Pós-venda,Pendente
4938,2025-01-18,5176,1020,Telefone,Prospecção,Realizada
4939,2025-04-17,5417,1037,Presencial,Prospecção,Realizada
4940,2025-02-19,5202,2010,Telefone,Negociação,Realizada
4941,2025-03-03,5381,2003,Online,Negociação,Pendente
4942,2025-02-06,5275,1017,Telefone,Prospecção,Pendente
4943,2025-02-26,5122,2037,Online,Prospecção,Pendente
4944,2025-03-20,5087,1024,Online,Prospecção,Pendente
4945,2025-01-07,5213,1040,Telefone,Prospecção,Pendente
4946,2025-02-11,5231,2039,Presencial,Prospecção,Pendente
4947,2025-01-31,5289,1047,Online,Negociação,Realizada
4948,2025-05-03,5392,2037,Telefone,Prospecção,Realizada
4949,2025-03-24,5006,1014,Presencial,Pós-venda,Realizada
4950,2025-03-25,5298,2036,Presencial,Negociação,Pendente
4951,2025-06-18,5338,1028,Presencial,Prospecção,Pendente
4952,2025-01-27,5156,1019,Telefone,Prospecção,Realizada
4953,2025-03-05,5252,1006,Online,Pós-venda,Pendente
4954,2025-06-22,5375,1019,Telefone,Prospecção,Pendente
4955,2025-06-07,5007,2025,Telefone,Prospecção,Realizada
4956,2025-06-09,5081,1043,Telefone,Negociação,Realizada
4957,2025-05-24,5487,1011,Online,Prospecção,Pendente
4958,2025-04-11,5164,2028,Online,Negociação,Pendente
4959,2025-04-15,5232,1009,Online,Negociação,Pendente
4960,2025-01-18,5426,2006,Telefone,Prospecção,Pendente
4961,2025-02-19,5254,1005,Online,Pós-venda,Pendente
4962,2025-05-17,5454,1057,Online,Negociação,Pendente
4963,2025-02-25,5345,1055,Presencial,Pós-venda,Pendente
4964,2025-06-23,5309,1057,Online,Negociação,Pendente
4965,2025-01-20,5343,2031,Presencial,Negociação,Pendente
4966,2025-02-28,5097,1015,Telefone,Prospecção,Realizada
4967,2025-03-12,5244,1003,Presencial,Negociação,Pendente
4968,2025-01-16,5087,1040,Online,Pós-venda,Realizada
4969,2025-04-17,5128,2011,Presencial,Pós-venda,Pendente
4970,2025-06-04,5177,1054,Online,Negociação,Realizada
4971,2025-04-15,5446,2031,Presencial,Pós-venda,Realizada
4972,2025-02-14,5310,1015,Presencial,Negociação,Realizada
4973,2025-02-15,5203,2015,Presencial,Pós-venda,Realizada
4974,2025-05-03,5375,1052,Telefone,Negociação,Pendente
4975,2025-06-29,5256,1060,Presencial,Prospecção,Pendente
4976,2025-05-23,5200,1049,Online,Negociação,Pendente
4977,2025-01-07,5027,2002,Online,Prospecção,Pendente
4978,2025-02-23,5216,1005,Telefone,Prospecção,Pendente
4979,2025-01-25,5063,1006,Telefone,Prospecção,Pendente
4980,2025-03-03,5436,2015,Presencial,Pós-venda,Realizada
4981,2025-01-22,5017,1014,Telefone,Pós-venda,Pendente
4982,2025-04-09,5444,1057,Online,Pós-venda,Pendente
4983,2025-05-08,5024,1027,Online,Pós-venda,Realizada
4984,2025-03-10,5390,1011,Online,Prospecção,Realizada
4985,2025-01-28,5146,1040,Telefone,Pós-venda,Realizada
4986,2025-02-22,5288,1050,Presencial,Negociação,Realizada
4987,2025-04-13,5452,1036,Presencial,Prospecção,Realizada
4988,2025-06-09,5481,1026,Online,Prospecção,Pendente
4989,2025-01-03,5152,2013,Online,Pós-venda,Realizada
4990,2025-05-01,5077,1013,Online,Prospecção,Pendente
4991,2025-04-10,5157,1010,Telefone,Pós-venda,Realizada
4992,2025-04-08,5186,2009,Telefone,Negociação,Pendente
4993,2025-06-19,5353,1040,Presencial,Pós-venda,Realizada
4994,2025-01-10,5478,2008,Online,Pós-venda,Realizada
4995,2025-01-20,5049,1041,Telefone,Pós-venda,Pendente
4996,2025-04-30,5008,2027,Telefone,Negociação,Realizada
4997,2025-05-05,5475,1034,Telefone,Negociação,Pendente
4998,2025-02-28,5499,2016,Online,Pós-venda,Pendente
4999,2025-02-13,5201,1057,Online,Pós-venda,Realizada
5000,2025-04-19,5167,1056,Presencial,Negociação,Pendente
5001,2025-02-06,5445,1038,Presencial,Pós-venda,Realizada
5002,2025-04-22,5170,2026,Telefone,Prospecção,Pendente
5003,2025-03-28,5029,1036,Presencial,Pós-venda,Pendente
5004,2025-04-01,5027,1020,Online,Pós-venda,Realizada
5005,2025-05-28,5406,2013,Telefone,Pós-venda,Pendente
5006,2025-03-19,5449,2006,Telefone,Prospecção,Realizada
5007,2025-02-10,5194,1030,Online,Negociação,Realizada
5008,2025-05-12,5368,1046,Presencial,Negociação,Pendente
5009,2025-01-04,5359,1046,Presencial,Negociação,Realizada
5010,2025-02-24,5328,2032,Presencial,Pós-venda,Pendente
5011,2025-06-19,5036,1036,Presencial,Pós-venda,Realizada
5012,2025-02-02,5002,1039,Presencial,Pós-venda,Pendente
5013,2025-06-28,5402,1030,Presencial,Prospecção,Realizada
5014,2025-01-05,5467,2011,Online,Negociação,Realizada
5015,2025-06-26,5339,1026,Presencial,Negociação,Realizada
5016,2025-03-14,5229,1001,Presencial,Prospecção,Realizada
5017,2025-01-15,5331,2028,Presencial,Pós-venda,Pendente
5018,2025-03-14,5278,1038,Telefone,Negociação,Pendente
5019,2025-02-23,5077,2002,Telefone,Prospecção,Pendente
5020,2025-01-21,5335,1024,Presencial,Negociação,Pendente
5021,2025-02-12,5425,1015,Telefone,Prospecção,Realizada
5022,2025-05-17,5184,2029,Telefone,Prospecção,Pendente
5023,2025-02-14,5281,1052,Presencial,Prospecção,Pendente
5024,2025-04-12,5448,1014,Telefone,Pós-venda,Realizada
5025,2025-06-02,5340,1032,Telefone,Pós-venda,Realizada
5026,2025-01-12,5344,1020,Telefone,Negociação,Pendente
5027,2025-01-15,5209,1001,Presencial,Pós-venda,Pendente
5028,2025-04-03,5060,2032,Telefone,Prospecção,Realizada
5029,2025-02-15,5223,2028,Online,Pós-venda,Realizada
5030,2025-06-10,5239,2008,Telefone,Negociação,Pendente
5031,2025-05-21,5467,2026,Telefone,Negociação,Realizada
5032,2025-05-25,5352,1059,Online,Negociação,Pendente
5033,2025-06-26,5026,1042,Presencial,Negociação,Realizada
5034,2025-02-01,5154,2021,Telefone,Prospecção,Realizada
5035,2025-04-27,5436,1022,Online,Negociação,Pendente
5036,2025-06-26,5104,2020,Presencial,Negociação,Realizada
5037,2025-04-30,5285,1054,Presencial,Pós-venda,Pendente
5038,2025-01-27,5206,2009,Online,Prospecção,Pendente
5039,2025-03-04,5312,1053,Presencial,Negociação,Realizada
5040,2025-01-28,5248,2024,Online,Negociação,Pendente
5041,2025-01-29,5174,1046,Telefone,Pós-venda,Pendente
5042,2025-04-21,5492,2030,Telefone,Pós-venda,Realizada
5043,2025-03-05,5310,1022,Presencial,Negociação,Realizada
5044,2025-05-30,5148,2032,Online,Negociação,Pendente
5045,2025-01-30,5077,2024,Telefone,Prospecção,Pendente
5046,2025-01-03,5210,1035,Telefone,Negociação,Pendente
5047,2025-05-19,5186,2002,Presencial,Pós-venda,Realizada
5048,2025-03-13,5111,1051,Telefone,Negociação,Realizada
5049,2025-04-11,5396,1046,Telefone,Prospecção,Realizada
5050,2025-05-05,5260,1059,Online,Pós-venda,Pendente
5051,2025-04-14,5108,2037,Online,Negociação,Pendente
5052,2025-01-18,5019,1002,Presencial,Prospecção,Realizada
5053,2025-03-14,5334,1036,Telefone,Pós-venda,Pendente
5054,2025-05-07,5116,2030,Presencial,Prospecção,Realizada
5055,2025-04-04,5479,1049,Telefone,Prospecção,Pendente
5056,2025-02-14,5094,2015,Online,Pós-venda,Realizada
5057,2025-01-25,5049,1058,Online,Negociação,Pendente
5058,2025-01-05,5035,1029,Presencial,Pós-venda,Realizada
5059,2025-06-04,5233,2035,Online,Prospecção,Pendente
5060,2025-05-02,5344,2017,Telefone,Prospecção,Realizada
5061,2025-06-05,5310,2034,Online,Pós-venda,Realizada
5062,2025-06-08,5311,1039,Online,Negociação,Pendente
5063,2025-04-12,5048,1037,Telefone,Pós-venda,Realizada
5064,2025-04-09,5328,1058,Online,Pós-venda,Realizada
5065,2025-06-14,5238,2020,Telefone,Negociação,Pendente
5066,2025-03-23,5309,1009,Online,Pós-venda,Realizada
5067,2025-02-26,5462,1013,Presencial,Pós-venda,Realizada
5068,2025-02-20,5310,2027,Online,Negociação,Pendente
5069,2025-06-17,5405,1059,Presencial,Prospecção,Realizada
5070,2025-03-12,5287,2015,Telefone,Pós-venda,Realizada
5071,2025-05-20,5109,2013,Presencial,Prospecção,Realizada
5072,2025-02-08,5364,1013,Online,Prospecção,Pendente
5073,2025-01-30,5375,2012,Presencial,Pós-venda,Realizada
5074,2025-02-13,5446,1056,Telefone,Negociação,Realizada
5075,2025-06-29,5211,1042,Online,Negociação,Realizada
5076,2025-04-11,5211,1016,Presencial,Negociação,Realizada
5077,2025-05-04,5062,1046,Online,Negociação,Pendente
5078,2025-02-22,5275,2011,Telefone,Pós-venda,Realizada
5079,2025-02-10,5254,1054,Presencial,Prospecção,Realizada
5080,2025-05-15,5421,1015,Telefone,Pós-venda,Realizada
5081,2025-06-27,5446,2029,Presencial,Negociação,Pendente
5082,2025-02-04,5315,2039,Online,Negociação,Realizada
5083,2025-05-06,5209,1052,Telefone,Negociação,Realizada
5084,2025-01-13,5458,1028,Presencial,Prospecção,Realizada
5085,2025-05-05,5313,1056,Telefone,Negociação,Pendente
5086,2025-01-02,5131,2034,Presencial,Negociação,Pendente
5087,2025-01-03,5182,1019,Online,Negociação,Realizada
5088,2025-05-24,5100,1029,Presencial,Prospecção,Pendente
5089,2025-01-30,5261,2005,Presencial,Prospecção,Pendente
5090,2025-06-13,5097,1007,Telefone,Pós-venda,Pendente
5091,2025-05-04,5308,2009,Telefone,Negociação,Pendente
5092,2025-02-17,5097,1022,Online,Negociação,Pendente
5093,2025-01-12,5065,1023,Telefone,Negociação,Pendente
5094,2025-05-31,5388,2039,Telefone,Pós-venda,Pendente
5095,2025-05-21,5438,1010,Telefone,Negociação,Pendente
5096,2025-05-20,5096,2034,Presencial,Prospecção,Realizada
5097,2025-01-26,5239,1028,Online,Pós-venda,Realizada
5098,2025-01-07,5425,1056,Telefone,Pós-venda,Pendente
5099,2025-06-16,5235,1005,Online,Prospecção,Pendente
5100,2025-05-18,5173,1011,Telefone,Pós-venda,Realizada
5101,2025-05-25,5302,2037,Telefone,Negociação,Pendente
5102,2025-05-11,5365,2037,Presencial,Pós-venda,Pendente
5103,2025-01-01,5213,1013,Presencial,Pós-venda,Realizada
5104,2025-02-02,5193,1047,Presencial,Negociação,Realizada
5105,2025-05-26,5294,1031,Telefone,Negociação,Pendente
5106,2025-06-29,5146,1045,Presencial,Prospecção,Pendente
5107,2025-02-28,5071,2005,Presencial,Negociação,Realizada
5108,2025-06-19,5389,1057,Telefone,Pós-venda,Realizada
5109,2025-05-24,5388,2032,Telefone,Prospecção,Pendente
5110,2025-04-25,5049,2039,Presencial,Prospecção,Realizada
5111,2025-05-15,5082,2034,Presencial,Negociação,Pendente
5112,2025-04-28,5224,2033,Presencial,Negociação,Realizada
5113,2025-03-05,5039,1044,Online,Prospecção,Pendente
5114,2025-06-09,5342,1022,Telefone,Prospecção,Pendente
5115,2025-03-21,5495,2027,Telefone,Negociação,Realizada
5116,2025-06-11,5021,1028,Presencial,Pós-venda,Pendente
5117,2025-05-22,5301,2030,Presencial,Negociação,Pendente
5118,2025-04-18,5159,1026,Telefone,Pós-venda,Realizada
5119,2025-01-03,5117,1055,Presencial,Negociação,Pendente
5120,2025-04-28,5432,1007,Online,Prospecção,Pendente
5121,2025-01-05,5262,1017,Online,Negociação,Pendente
5122,2025-02-03,5194,1039,Online,Negociação,Pendente
5123,2025-06-15,5257,2021,Telefone,Prospecção,Realizada
5124,2025-06-25,5050,1025,Telefone,Negociação,Pendente
5125,2025-05-08,5132,1013,Presencial,Pós-venda,Pendente
5126,2025-04-08,5446,1016,Presencial,Prospecção,Pendente
5127,2025-03-18,5143,2016,Telefone,Prospecção,Pendente
5128,2025-02-11,5330,1056,Telefone,Prospecção,Pendente
5129,2025-03-25,5172,1038,Telefone,Negociação,Pendente
5130,2025-01-06,5343,1023,Telefone,Negociação,Realizada
5131,2025-02-20,5303,1036,Telefone,Prospecção,Realizada
5132,2025-02-14,5138,1036,Online,Pós-venda,Pendente
5133,2025-02-18,5341,1042,Telefone,Pós-venda,Realizada
5134,2025-01-11,5293,1020,Presencial,Pós-venda,Pendente
5135,2025-02-10,5279,1009,Online,Prospecção,Realizada
5136,2025-01-16,5255,1058,Online,Prospecção,Realizada
5137,2025-06-14,5486,2037,Online,Negociação,Realizada
5138,2025-03-26,5183,2028,Online,Prospecção,Realizada
5139,2025-06-09,5228,2005,Telefone,Negociação,Pendente
5140,2025-02-28,5407,2025,Presencial,Pós-venda,Realizada
5141,2025-03-13,5339,1017,Presencial,Pós-venda,Pendente
5142,2025-06-27,5108,1007,Presencial,Prospecção,Pendente
5143,2025-05-27,5382,2014,Telefone,Prospecção,Realizada
5144,2025-05-17,5124,2008,Presencial,Negociação,Realizada
5145,2025-02-18,5460,2012,Telefone,Pós-venda,Pendente
5146,2025-01-06,5350,2024,Telefone,Prospecção,Realizada
5147,2025-06-14,5408,1048,Presencial,Negociação,Pendente
5148,2025-01-05,5288,1033,Presencial,Negociação,Pendente
5149,2025-04-28,5074,1054,Presencial,Prospecção,Pendente
5150,2025-03-11,5232,2003,Presencial,Negociação,Pendente
5151,2025-06-20,5284,1034,Online,Pós-venda,Realizada
5152,2025-06-26,5080,2001,Online,Pós-venda,Realizada
5153,2025-03-31,5248,2019,Presencial,Pós-venda,Realizada
5154,2025-03-18,5076,2002,Online,Negociação,Pendente
5155,2025-03-26,5189,1036,Online,Negociação,Pendente
5156,2025-06-26,5327,1054,Presencial,Negociação,Pendente
5157,2025-05-24,5329,2037,Telefone,Pós-venda,Pendente
5158,2025-03-27,5072,1007,Presencial,Pós-venda,Realizada
5159,2025-02-22,5051,2040,Presencial,Pós-venda,Realizada
5160,2025-04-27,5484,1002,Online,Negociação,Pendente
5161,2025-05-22,5127,1003,Online,Prospecção,Pendente
5162,2025-03-22,5013,1009,Telefone,Prospecção,Pendente
5163,2025-05-08,5034,1022,Telefone,Prospecção,Realizada
5164,2025-04-20,5122,2007,Online,Prospecção,Realizada
5165,2025-04-03,5319,1029,Online,Pós-venda,Pendente
5166,2025-03-27,5423,2037,Online,Pós-venda,Pendente
5167,2025-01-05,5387,1048,Presencial,Pós-venda,Realizada
5168,2025-01-08,5382,1003,Presencial,Negociação,Pendente
5169,2025-02-25,5231,2029,Telefone,Pós-venda,Pendente
5170,2025-02-04,5358,1030,Online,Pós-venda,Realizada
5171,2025-01-11,5382,2033,Online,Pós-venda,Pendente
5172,2025-03-31,5039,1006,Presencial,Pós-venda,Realizada
5173,2025-01-09,5427,1028,Online,Negociação,Realizada
5174,2025-03-26,5436,2036,Online,Pós-venda,Pendente
5175,2025-03-06,5492,1003,Telefone,Prospecção,Pendente
5176,2025-06-23,5500,1014,Presencial,Negociação,Pendente
5177,2025-01-14,5317,2022,Online,Negociação,Realizada
5178,2025-03-17,5409,1006,Presencial,Prospecção,Pendente
5179,2025-06-27,5096,2010,Presencial,Pós-venda,Realizada
5180,2025-02-21,5229,1030,Presencial,Pós-venda,Pendente
5181,2025-06-24,5154,2038,Presencial,Pós-venda,Pendente
5182,2025-06-24,5399,1022,Telefone,Negociação,Realizada
5183,2025-05-28,5279,2011,Presencial,Negociação,Realizada
5184,2025-05-26,5185,1024,Online,Prospecção,Realizada
5185,2025-03-21,5315,2040,Presencial,Pós-venda,Realizada
5186,2025-04-12,5475,1001,Online,Negociação,Realizada
5187,2025-06-23,5238,2019,Presencial,Prospecção,Realizada
5188,2025-01-05,5206,2032,Online,Negociação,Pendente
5189,2025-01-06,5032,1006,Presencial,Prospecção,Realizada
5190,2025-02-05,5310,1001,Online,Pós-venda,Pendente
5191,2025-05-03,5247,2002,Telefone,Negociação,Pendente
5192,2025-02-03,5293,1013,Telefone,Prospecção,Pendente
5193,2025-01-18,5052,2033,Presencial,Negociação,Realizada
5194,2025-01-30,5091,2026,Telefone,Negociação,Realizada
5195,2025-04-17,5480,2004,Presencial,Pós-venda,Pendente
5196,2025-04-02,5219,2003,Online,Negociação,Realizada
5197,2025-04-29,5102,1025,Online,Negociação,Pendente
5198,2025-05-04,5156,2010,Presencial,Pós-venda,Realizada
5199,2025-06-13,5274,2040,Online,Prospecção,Realizada
5200,2025-03-07,5079,2024,Telefone,Negociação,Realizada
5201,2025-05-17,5004,1045,Presencial,Prospecção,Pendente
5202,2025-03-26,5451,2033,Presencial,Pós-venda,Realizada
5203,2025-05-02,5444,2038,Presencial,Prospecção,Realizada
5204,2025-04-30,5082,1022,Telefone,Prospecção,Pendente
5205,2025-01-06,5474,2017,Online,Prospecção,Pendente
5206,2025-05-10,5035,2025,Presencial,Negociação,Pendente
5207,2025-01-01,5414,2038,Presencial,Pós-venda,Realizada
5208,2025-02-06,5239,2003,Presencial,Pós-venda,Pendente
5209,2025-02-27,5191,1012,Telefone,Pós-venda,Realizada
5210,2025-03-08,5143,1028,Telefone,Negociação,Realizada
5211,2025-06-03,5387,1023,Telefone,Prospecção,Realizada
5212,2025-02-21,5095,1034,Telefone,Prospecção,Pendente
5213,2025-01-29,5381,1002,Presencial,Negociação,Pendente
5214,2025-01-19,5214,2025,Online,Pós-venda,Realizada
5215,2025-04-25,5243,1009,Telefone,Pós-venda,Realizada
5216,2025-03-18,5138,1020,Telefone,Negociação,Realizada
5217,2025-03-29,5261,2014,Presencial,Negociação,Realizada
5218,2025-02-13,5144,2005,Presencial,Prospecção,Realizada
5219,2025-02-24,5340,2012,Presencial,Negociação,Realizada
5220,2025-02-27,5245,2015,Telefone,Prospecção,Realizada
5221,2025-05-31,5217,2024,Online,Negociação,Realizada
5222,2025-02-23,5087,2024,Online,Pós-venda,Pendente
5223,2025-04-12,5178,1030,Online,Negociação,Realizada
5224,2025-01-18,5234,1055,Telefone,Negociação,Pendente
5225,2025-01-15,5139,1008,Presencial,Prospecção,Pendente
5226,2025-06-24,5263,1047,Online,Negociação,Realizada
5227,2025-01-15,5436,2034,Presencial,Prospecção,Realizada
5228,2025-04-10,5083,1057,Telefone,Negociação,Pendente
5229,2025-02-22,5314,1012,Online,Negociação,Pendente
5230,2025-04-01,5118,1025,Telefone,Pós-venda,Pendente
5231,2025-04-03,5488,2012,Presencial,Pós-venda,Pendente
5232,2025-05-28,5090,1042,Telefone,Negociação,Pendente
5233,2025-06-06,5258,1046,Telefone,Pós-venda,Realizada
5234,2025-05-20,5065,1050,Online,Pós-venda,Realizada
5235,2025-01-03,5333,2022,Telefone,Prospecção,Pendente
5236,2025-05-16,5188,1014,Presencial,Negociação,Realizada
5237,2025-01-29,5225,1020,Presencial,Pós-venda,Pendente
5238,2025-06-20,5111,2006,Presencial,Prospecção,Pendente
5239,2025-02-07,5345,1042,Online,Pós-venda,Pendente
5240,2025-05-19,5017,1016,Presencial,Prospecção,Realizada
5241,2025-02-28,5478,2009,Presencial,Pós-venda,Realizada
5242,2025-02-12,5022,1053,Online,Negociação,Realizada
5243,2025-02-11,5129,1034,Online,Pós-venda,Realizada
5244,2025-04-01,5308,1021,Telefone,Pós-venda,Pendente
5245,2025-04-25,5326,2024,Telefone,Prospecção,Realizada
5246,2025-01-09,5346,1042,Presencial,Prospecção,Realizada
5247,2025-03-04,5257,2033,Telefone,Prospecção,Pendente
5248,2025-04-16,5141,2039,Online,Pós-venda,Pendente
5249,2025-03-31,5167,1027,Online,Pós-venda,Pendente
5250,2025-03-10,5275,1013,Telefone,Negociação,Realizada
5251,2025-01-08,5274,2029,Telefone,Negociação,Realizada
5252,2025-05-29,5033,1052,Telefone,Negociação,Realizada
5253,2025-04-03,5012,2003,Online,Pós-venda,Realizada
5254,2025-04-09,5332,1047,Online,Prospecção,Realizada
5255,2025-04-14,5264,1019,Telefone,Prospecção,Realizada
5256,2025-01-04,5396,2013,Telefone,Prospecção,Pendente
5257,2025-04-24,5108,2005,Online,Negociação,Realizada
5258,2025-03-01,5192,1057,Telefone,Pós-venda,Realizada
5259,2025-04-15,5212,1013,Online,Negociação,Pendente
5260,2025-04-02,5150,1057,Presencial,Pós-venda,Pendente
5261,2025-01-26,5220,1049,Online,Prospecção,Pendente
5262,2025-04-07,5112,2007,Online,Prospecção,Pendente
5263,2025-06-07,5354,2011,Online,Pós-venda,Realizada
5264,2025-03-11,5022,1014,Telefone,Negociação,Realizada
5265,2025-02-18,5137,1011,Online,Prospecção,Realizada
5266,2025-05-13,5383,1002,Presencial,Prospecção,Realizada
5267,2025-01-20,5078,1035,Presencial,Pós-venda,Pendente
5268,2025-05-10,5147,1044,Presencial,Pós-venda,Pendente
5269,2025-06-25,5211,1030,Online,Prospecção,Pendente
5270,2025-02-07,5440,1054,Presencial,Pós-venda,Pendente
5271,2025-06-19,5285,2014,Online,Prospecção,Realizada
5272,2025-04-03,5118,2014,Telefone,Pós-venda,Pendente
5273,2025-06-04,5407,2010,Telefone,Prospecção,Realizada
5274,2025-03-01,5038,2031,Telefone,Pós-venda,Realizada
5275,2025-05-23,5385,1020,Telefone,Pós-venda,Realizada
5276,2025-06-07,5071,2037,Online,Prospecção,Realizada
