id_oportunidade,cliente_id,vendedor_id,data_abertura,valor_estimado,linha,status
3564,5112,1053,2025-06-04,21968,Epikut,Perdido
3565,5448,1032,2025-06-09,25630,Strong,Negociação
3566,5321,1015,2025-01-11,3888,Tryon,Negociação
3567,5481,1034,2025-02-22,2081,Epikut,Fechado ganho
3568,5102,1055,2025-03-04,23686,Tryon,Perdido
3569,5305,1028,2025-03-21,12985,Epikut,Proposta
3570,5386,1060,2025-03-25,24373,Tryon,Proposta
3571,5412,2033,2025-04-04,29803,Epikut,Fechado ganho
3572,5110,2002,2025-03-21,19454,Tryon,Perdido
3573,5286,1009,2025-06-30,26894,Epikut,Fechado ganho
3574,5184,2013,2025-02-16,2968,Epikut,Fechado ganho
3575,5175,1045,2025-05-29,27358,Epikut,Proposta
3576,5442,1043,2025-01-05,15342,Unitite,Perdido
3577,5147,2005,2025-03-08,21262,Unitite,Proposta
3578,5231,2040,2025-02-03,25474,Epikut,Fechado ganho
3579,5071,1046,2025-03-17,5734,Epikut,Fechado ganho
3580,5028,1028,2025-02-06,28681,Unitite,Perdido
3581,5253,2014,2025-06-13,20832,Tryon,Negociação
3582,5057,1052,2025-06-11,18356,Tryon,Perdido
3583,5192,1036,2025-04-05,28121,Tryon,Perdido
3584,5177,1045,2025-04-20,28627,Tryon,Fechado ganho
3585,5142,2038,2025-01-28,4114,Unitite,Perdido
3586,5113,1009,2025-03-21,5860,Unitite,Proposta
3587,5404,2013,2025-02-24,3858,Strong,Fechado ganho
3588,5370,1001,2025-02-08,27893,Epikut,Fechado ganho
3589,5078,1024,2025-06-04,27696,Strong,Negociação
3590,5077,2023,2025-03-11,17015,Unitite,Negociação
3591,5095,2008,2025-03-30,15168,Unitite,Perdido
3592,5075,2030,2025-04-26,24798,Unitite,Proposta
3593,5232,2038,2025-06-28,22483,Tryon,Fechado ganho
3594,5328,1015,2025-04-25,11656,Epikut,Proposta
3595,5338,1023,2025-05-19,20518,Tryon,Proposta
3596,5044,1014,2025-06-22,23319,Tryon,Negociação
3597,5363,1010,2025-02-20,23747,Epikut,Perdido
3598,5029,2033,2025-05-01,11398,Tryon,Fechado ganho
3599,5417,1043,2025-03-18,22431,Tryon,Negociação
3600,5127,1002,2025-03-14,18352,Epikut,Fechado ganho
3601,5442,1024,2025-01-11,3357,Unitite,Negociação
3602,5393,2040,2025-02-15,8454,Strong,Proposta
3603,5164,1010,2025-03-07,16843,Epikut,Perdido
3604,5358,2002,2025-01-04,20750,Strong,Perdido
3605,5206,1046,2025-05-18,21461,Strong,Negociação
3606,5128,2039,2025-01-28,4435,Unitite,Perdido
3607,5283,2001,2025-04-16,22626,Strong,Proposta
3608,5407,1054,2025-05-31,12209,Tryon,Negociação
3609,5048,1053,2025-01-25,29649,Tryon,Fechado ganho
3610,5158,1051,2025-04-12,10672,Unitite,Fechado ganho
3611,5403,2030,2025-05-13,22733,Strong,Perdido
3612,5408,1017,2025-04-05,16628,Epikut,Perdido
3613,5344,1057,2025-05-04,15923,Epikut,Fechado ganho
3614,5017,2007,2025-03-15,24545,Strong,Proposta
3615,5457,1022,2025-04-14,18460,Unitite,Fechado ganho
3616,5148,1009,2025-01-20,3567,Strong,Proposta
3617,5043,2039,2025-01-20,11859,Tryon,Perdido
3618,5084,1030,2025-04-07,5699,Unitite,Negociação
3619,5211,1040,2025-04-22,24178,Unitite,Negociação
3620,5235,2005,2025-03-15,10061,Strong,Fechado ganho
3621,5231,2001,2025-06-15,11762,Strong,Fechado ganho
3622,5229,2019,2025-04-28,15679,Unitite,Proposta
3623,5033,2029,2025-05-26,3347,Epikut,Perdido
3624,5083,2020,2025-03-06,10409,Unitite,Fechado ganho
3625,5484,2023,2025-05-05,14908,Unitite,Fechado ganho
3626,5181,1008,2025-01-31,27451,Tryon,Perdido
3627,5273,1007,2025-03-23,21558,Strong,Perdido
3628,5192,1001,2025-01-16,18897,Unitite,Negociação
3629,5275,1003,2025-03-02,18664,Unitite,Proposta
3630,5236,1030,2025-03-17,21288,Epikut,Proposta
3631,5294,2034,2025-04-14,6676,Unitite,Proposta
3632,5150,2007,2025-02-23,20900,Strong,Negociação
3633,5080,2026,2025-03-21,15937,Epikut,Proposta
3634,5266,1031,2025-01-01,2633,Tryon,Fechado ganho
3635,5143,1048,2025-04-02,19477,Unitite,Negociação
3636,5384,1032,2025-04-15,3107,Unitite,Proposta
3637,5154,1016,2025-02-23,19893,Strong,Fechado ganho
3638,5445,2031,2025-04-09,6298,Tryon,Fechado ganho
3639,5423,1003,2025-04-23,20192,Strong,Fechado ganho
3640,5317,2002,2025-04-20,23911,Epikut,Perdido
3641,5297,2003,2025-01-17,15956,Strong,Fechado ganho
3642,5176,2009,2025-02-19,26505,Strong,Proposta
3643,5147,2027,2025-02-14,9289,Tryon,Proposta
3644,5037,2014,2025-01-02,2238,Strong,Negociação
3645,5320,1031,2025-06-24,28197,Epikut,Negociação
3646,5273,1029,2025-05-11,11266,Unitite,Fechado ganho
3647,5383,1031,2025-03-20,3474,Unitite,Proposta
3648,5410,1028,2025-06-22,20465,Unitite,Perdido
3649,5003,2015,2025-01-17,21520,Epikut,Negociação
3650,5318,2005,2025-05-18,16455,Unitite,Proposta
3651,5448,2028,2025-03-30,8580,Epikut,Proposta
3652,5083,1027,2025-04-09,18043,Epikut,Fechado ganho
3653,5489,1029,2025-02-05,14322,Strong,Negociação
3654,5032,1021,2025-03-13,24499,Tryon,Proposta
3655,5460,1007,2025-01-18,26781,Strong,Perdido
3656,5276,2026,2025-01-11,14276,Unitite,Fechado ganho
3657,5286,1060,2025-05-09,15690,Tryon,Fechado ganho
3658,5037,2039,2025-02-11,17057,Strong,Proposta
3659,5081,1008,2025-05-10,11768,Tryon,Proposta
3660,5264,1022,2025-02-03,18768,Tryon,Proposta
3661,5030,1007,2025-05-30,5825,Tryon,Fechado ganho
3662,5452,2023,2025-03-08,18536,Strong,Fechado ganho
3663,5362,1035,2025-02-25,19707,Epikut,Perdido
3664,5148,2023,2025-06-20,12132,Unitite,Fechado ganho
3665,5203,1027,2025-03-02,16371,Tryon,Perdido
3666,5098,2029,2025-05-28,2521,Strong,Fechado ganho
3667,5374,1011,2025-01-10,22311,Unitite,Perdido
3668,5348,1015,2025-06-28,22757,Strong,Fechado ganho
3669,5277,1059,2025-05-02,24787,Strong,Fechado ganho
3670,5392,2022,2025-02-01,9149,Tryon,Proposta
3671,5372,2006,2025-01-11,5549,Strong,Proposta
3672,5330,1011,2025-04-01,5655,Epikut,Perdido
3673,5258,1030,2025-06-27,24242,Epikut,Negociação
3674,5274,1035,2025-03-04,25963,Tryon,Proposta
3675,5106,2002,2025-05-18,25787,Unitite,Perdido
3676,5389,1005,2025-02-17,26158,Strong,Fechado ganho
3677,5103,1049,2025-04-28,18098,Strong,Proposta
3678,5353,1032,2025-06-20,15562,Epikut,Proposta
3679,5328,1051,2025-03-18,9099,Epikut,Fechado ganho
3680,5239,1018,2025-02-27,12566,Strong,Proposta
3681,5261,2020,2025-05-23,19260,Strong,Proposta
3682,5245,2038,2025-01-08,2762,Tryon,Proposta
3683,5127,2033,2025-04-13,28625,Epikut,Negociação
3684,5123,1002,2025-02-27,13642,Unitite,Proposta
3685,5078,2004,2025-03-09,25552,Epikut,Fechado ganho
3686,5449,2003,2025-02-08,9083,Tryon,Proposta
3687,5462,2031,2025-01-28,25227,Epikut,Proposta
3688,5438,2040,2025-03-03,7873,Strong,Fechado ganho
3689,5243,2009,2025-06-22,13598,Epikut,Perdido
3690,5200,1059,2025-03-22,6313,Strong,Proposta
3691,5227,1040,2025-01-31,25525,Epikut,Proposta
3692,5077,2002,2025-02-01,4810,Epikut,Perdido
3693,5307,2025,2025-02-22,26160,Unitite,Negociação
3694,5275,2040,2025-03-17,9305,Tryon,Proposta
3695,5487,1057,2025-03-20,5325,Strong,Negociação
3696,5161,2037,2025-03-31,11302,Unitite,Proposta
3697,5209,2002,2025-02-26,10053,Epikut,Negociação
3698,5121,1029,2025-04-07,29873,Epikut,Proposta
3699,5331,2019,2025-06-09,17997,Unitite,Fechado ganho
3700,5240,1033,2025-06-27,24329,Epikut,Proposta
3701,5065,2022,2025-06-28,14365,Epikut,Negociação
3702,5026,2031,2025-05-14,18035,Unitite,Perdido
3703,5271,1004,2025-01-12,22173,Epikut,Perdido
3704,5166,1054,2025-01-10,9694,Strong,Proposta
3705,5402,1037,2025-02-19,10725,Unitite,Negociação
3706,5437,1040,2025-04-02,10063,Unitite,Perdido
3707,5400,2033,2025-04-01,9098,Unitite,Negociação
3708,5113,1007,2025-02-02,24998,Tryon,Perdido
3709,5188,1003,2025-06-26,14595,Strong,Perdido
3710,5272,1050,2025-01-08,9083,Strong,Proposta
3711,5496,1021,2025-02-02,5653,Unitite,Negociação
3712,5464,2036,2025-05-23,16637,Unitite,Proposta
3713,5089,1020,2025-04-21,5746,Strong,Perdido
3714,5059,1025,2025-01-17,2710,Epikut,Negociação
3715,5051,2031,2025-06-27,20339,Unitite,Fechado ganho
3716,5209,1035,2025-06-19,22318,Epikut,Perdido
3717,5476,1007,2025-02-17,20404,Unitite,Perdido
3718,5108,1030,2025-03-30,29086,Unitite,Proposta
3719,5228,1045,2025-01-20,19800,Unitite,Perdido
3720,5326,2008,2025-04-18,11396,Strong,Fechado ganho
3721,5043,2025,2025-03-16,11767,Tryon,Proposta
3722,5243,1041,2025-05-30,17567,Strong,Fechado ganho
3723,5015,1014,2025-02-01,15257,Epikut,Proposta
3724,5204,1021,2025-02-19,28730,Tryon,Negociação
3725,5121,2004,2025-01-22,9831,Epikut,Negociação
3726,5019,1019,2025-04-18,24089,Strong,Negociação
3727,5011,1006,2025-02-14,5859,Epikut,Fechado ganho
3728,5330,1012,2025-05-05,6462,Tryon,Negociação
3729,5122,1005,2025-06-13,27432,Unitite,Negociação
3730,5386,1012,2025-03-20,14625,Epikut,Proposta
3731,5055,1034,2025-06-27,13628,Unitite,Proposta
3732,5142,1051,2025-05-14,23889,Unitite,Proposta
3733,5151,1011,2025-01-18,24228,Tryon,Negociação
3734,5367,1003,2025-01-30,5920,Unitite,Perdido
3735,5466,2039,2025-06-16,18908,Unitite,Perdido
3736,5187,1021,2025-02-26,17844,Strong,Proposta
3737,5114,2036,2025-02-13,14790,Epikut,Negociação
3738,5174,1020,2025-02-07,17390,Tryon,Proposta
3739,5383,1002,2025-06-29,22111,Epikut,Proposta
3740,5304,1025,2025-05-11,13315,Epikut,Proposta
3741,5359,2017,2025-01-31,17415,Epikut,Negociação
3742,5220,2026,2025-06-26,15417,Strong,Proposta
3743,5312,1047,2025-06-10,9997,Epikut,Fechado ganho
3744,5199,1044,2025-05-13,27246,Tryon,Proposta
3745,5102,2021,2025-05-30,13724,Tryon,Negociação
3746,5152,1025,2025-06-03,10075,Strong,Fechado ganho
3747,5079,2037,2025-03-17,29775,Strong,Perdido
3748,5130,1020,2025-05-20,12140,Epikut,Fechado ganho
3749,5016,1049,2025-06-28,14592,Unitite,Perdido
3750,5280,1014,2025-06-25,6916,Tryon,Proposta
3751,5067,1043,2025-03-11,24086,Tryon,Fechado ganho
3752,5405,1038,2025-04-21,25625,Epikut,Negociação
3753,5327,2017,2025-06-08,18056,Strong,Proposta
3754,5237,1035,2025-05-12,21468,Strong,Fechado ganho
3755,5241,2023,2025-05-29,20992,Epikut,Proposta
3756,5327,2021,2025-04-24,19542,Tryon,Perdido
3757,5288,1003,2025-05-16,4920,Strong,Negociação
3758,5281,2038,2025-05-01,5537,Epikut,Negociação
3759,5478,2024,2025-01-31,19953,Epikut,Fechado ganho
3760,5001,1005,2025-04-07,10397,Epikut,Negociação
3761,5055,1033,2025-03-25,26380,Strong,Fechado ganho
3762,5195,1039,2025-03-30,23021,Strong,Perdido
3763,5179,1006,2025-02-08,16773,Epikut,Negociação
3764,5259,2017,2025-01-15,11640,Strong,Perdido
3765,5139,1035,2025-06-21,24434,Unitite,Negociação
3766,5103,1031,2025-06-07,21496,Unitite,Fechado ganho
3767,5199,2029,2025-02-28,25273,Strong,Fechado ganho
3768,5094,1021,2025-04-16,17911,Unitite,Fechado ganho
3769,5382,1045,2025-03-29,4862,Tryon,Fechado ganho
3770,5182,1041,2025-06-01,15412,Unitite,Fechado ganho
3771,5243,2026,2025-04-17,24818,Unitite,Perdido
3772,5303,2011,2025-06-09,8441,Strong,Fechado ganho
3773,5228,2023,2025-04-20,15613,Tryon,Perdido
3774,5211,1014,2025-04-04,6765,Unitite,Fechado ganho
3775,5448,1044,2025-01-15,6885,Strong,Negociação
3776,5095,2008,2025-05-12,29799,Strong,Proposta
3777,5282,1035,2025-05-10,24869,Unitite,Perdido
3778,5473,2029,2025-04-12,23879,Tryon,Negociação
3779,5221,1026,2025-02-09,27774,Strong,Fechado ganho
3780,5230,2004,2025-01-21,27519,Epikut,Fechado ganho
3781,5057,2036,2025-02-12,11338,Tryon,Proposta
3782,5385,2017,2025-05-21,3173,Epikut,Negociação
3783,5428,1023,2025-04-06,8715,Unitite,Proposta
3784,5333,2011,2025-03-04,2681,Tryon,Fechado ganho
3785,5030,1055,2025-04-01,17133,Epikut,Proposta
3786,5148,2038,2025-06-05,29016,Epikut,Fechado ganho
3787,5016,1029,2025-04-07,14439,Tryon,Fechado ganho
3788,5319,1024,2025-01-24,4496,Epikut,Fechado ganho
3789,5376,2001,2025-04-19,27950,Unitite,Fechado ganho
3790,5148,1011,2025-04-05,3122,Epikut,Proposta
3791,5102,1013,2025-05-05,18946,Tryon,Negociação
3792,5107,1037,2025-01-02,18137,Unitite,Fechado ganho
3793,5062,1022,2025-03-07,26643,Unitite,Fechado ganho
3794,5308,2020,2025-06-29,23433,Tryon,Proposta
3795,5231,2030,2025-05-08,12112,Strong,Negociação
3796,5245,1004,2025-06-22,16793,Tryon,Perdido
3797,5460,1001,2025-05-17,22393,Unitite,Proposta
3798,5233,2004,2025-03-23,22488,Strong,Negociação
3799,5037,2026,2025-01-12,8467,Tryon,Fechado ganho
3800,5329,2009,2025-01-26,9276,Tryon,Perdido
3801,5320,2026,2025-01-15,8829,Epikut,Perdido
3802,5304,2013,2025-02-09,21307,Tryon,Proposta
3803,5214,2040,2025-06-24,11561,Strong,Negociação
3804,5326,2030,2025-05-22,5018,Epikut,Proposta
3805,5394,2005,2025-02-06,3750,Strong,Fechado ganho
3806,5304,2018,2025-04-09,18696,Unitite,Perdido
3807,5358,1034,2025-03-14,5546,Strong,Perdido
3808,5313,1044,2025-04-04,15627,Strong,Fechado ganho
3809,5386,2002,2025-01-31,5980,Strong,Fechado ganho
3810,5370,1037,2025-03-23,10227,Tryon,Proposta
3811,5474,1021,2025-02-16,26972,Epikut,Perdido
3812,5481,2025,2025-05-23,3114,Epikut,Perdido
3813,5061,1042,2025-02-12,24648,Strong,Proposta
3814,5439,1053,2025-04-24,5227,Tryon,Proposta
3815,5321,2004,2025-05-07,8695,Tryon,Perdido
3816,5017,1039,2025-04-10,29203,Epikut,Negociação
3817,5461,1040,2025-01-04,29229,Strong,Proposta
3818,5044,1022,2025-05-12,17669,Unitite,Fechado ganho
3819,5411,2028,2025-03-21,6640,Strong,Proposta
3820,5168,2023,2025-05-17,12491,Unitite,Fechado ganho
3821,5264,2008,2025-06-28,16283,Epikut,Proposta
3822,5210,2030,2025-05-18,18741,Strong,Negociação
3823,5147,1031,2025-04-23,25734,Tryon,Proposta
3824,5210,1059,2025-02-10,13160,Epikut,Proposta
3825,5223,2025,2025-03-07,11533,Strong,Proposta
3826,5413,1027,2025-05-21,15845,Unitite,Proposta
3827,5313,2027,2025-02-27,26111,Unitite,Perdido
3828,5345,2007,2025-03-09,22302,Strong,Perdido
3829,5421,2018,2025-03-31,9128,Epikut,Fechado ganho
3830,5389,2033,2025-02-06,23850,Strong,Negociação
3831,5284,1059,2025-03-14,6441,Strong,Fechado ganho
3832,5319,1044,2025-04-20,6144,Tryon,Perdido
3833,5408,1002,2025-05-27,13561,Strong,Fechado ganho
3834,5151,2025,2025-03-16,12062,Epikut,Fechado ganho
3835,5030,2016,2025-03-13,18500,Unitite,Proposta
3836,5065,1043,2025-04-28,14288,Tryon,Proposta
3837,5031,1041,2025-02-23,23584,Epikut,Fechado ganho
3838,5187,2012,2025-01-09,3492,Tryon,Fechado ganho
3839,5461,2016,2025-04-09,13697,Strong,Proposta
3840,5417,1057,2025-06-04,16622,Strong,Proposta
3841,5138,1008,2025-05-05,3652,Epikut,Perdido
3842,5287,1051,2025-06-27,21371,Tryon,Fechado ganho
3843,5212,2006,2025-06-29,14127,Unitite,Negociação
3844,5105,2015,2025-05-17,11433,Unitite,Negociação
3845,5415,1003,2025-06-14,28569,Tryon,Fechado ganho
3846,5102,2018,2025-01-14,5790,Epikut,Negociação
3847,5346,1009,2025-01-16,25032,Unitite,Fechado ganho
3848,5120,1025,2025-01-31,5046,Unitite,Fechado ganho
3849,5377,1003,2025-03-22,8660,Epikut,Fechado ganho
3850,5408,2030,2025-02-11,25560,Strong,Negociação
3851,5210,1008,2025-03-10,11608,Strong,Fechado ganho
3852,5160,1049,2025-01-22,23845,Tryon,Fechado ganho
3853,5012,1046,2025-04-29,19104,Unitite,Negociação
3854,5064,2028,2025-03-09,27853,Strong,Perdido
3855,5051,1058,2025-02-03,4418,Tryon,Proposta
3856,5394,2031,2025-01-06,11773,Tryon,Negociação
3857,5305,1026,2025-02-03,7377,Epikut,Negociação
3858,5410,2038,2025-03-13,2746,Tryon,Perdido
3859,5488,1028,2025-04-24,10404,Tryon,Negociação
3860,5138,2032,2025-01-19,5969,Epikut,Fechado ganho
3861,5027,2020,2025-05-31,16149,Strong,Perdido
3862,5353,1036,2025-04-04,6499,Unitite,Fechado ganho
3863,5328,1022,2025-06-06,23290,Tryon,Negociação
3864,5301,2039,2025-06-26,22743,Epikut,Negociação
3865,5422,2002,2025-05-23,17380,Tryon,Negociação
3866,5316,1003,2025-05-07,24727,Strong,Proposta
3867,5004,2024,2025-03-24,2456,Strong,Perdido
3868,5121,2021,2025-05-24,27117,Epikut,Negociação
3869,5203,1001,2025-06-03,10156,Tryon,Negociação
3870,5330,1013,2025-03-16,2926,Epikut,Negociação
3871,5122,1031,2025-04-20,9368,Tryon,Negociação
3872,5290,1048,2025-02-10,18842,Strong,Negociação
3873,5296,1007,2025-06-06,16473,Unitite,Proposta
3874,5371,2033,2025-06-02,24126,Epikut,Negociação
3875,5223,2018,2025-06-25,20459,Epikut,Perdido
3876,5367,1049,2025-03-08,22514,Epikut,Perdido
3877,5028,2017,2025-01-27,22459,Strong,Fechado ganho
3878,5351,1030,2025-05-04,2791,Tryon,Proposta
3879,5166,1024,2025-03-07,15882,Epikut,Fechado ganho
3880,5422,1048,2025-03-15,29455,Strong,Negociação
3881,5021,1018,2025-01-15,28703,Strong,Proposta
3882,5374,1055,2025-06-15,10861,Epikut,Negociação
3883,5160,1036,2025-05-26,24520,Tryon,Negociação
3884,5440,2001,2025-05-25,16833,Epikut,Perdido
3885,5331,2026,2025-04-02,9368,Strong,Negociação
3886,5157,1025,2025-05-05,16217,Strong,Fechado ganho
3887,5270,1032,2025-04-30,8549,Epikut,Perdido
3888,5485,1013,2025-05-15,2222,Unitite,Negociação
3889,5454,2025,2025-04-11,22421,Tryon,Proposta
3890,5421,2001,2025-03-25,14343,Epikut,Proposta
3891,5365,2010,2025-04-22,24910,Tryon,Proposta
3892,5452,2020,2025-05-30,7515,Strong,Fechado ganho
3893,5155,1006,2025-02-08,7361,Strong,Negociação
3894,5060,1013,2025-01-12,11799,Unitite,Fechado ganho
3895,5361,1054,2025-01-14,16340,Epikut,Negociação
3896,5493,1056,2025-02-13,22671,Tryon,Fechado ganho
3897,5159,1033,2025-02-28,15776,Strong,Proposta
3898,5113,1057,2025-01-21,19378,Tryon,Perdido
3899,5445,2033,2025-01-24,25518,Epikut,Proposta
3900,5012,1046,2025-01-31,13792,Unitite,Perdido
3901,5433,2018,2025-03-07,26672,Strong,Negociação
3902,5217,1036,2025-04-15,21495,Epikut,Negociação
3903,5411,1026,2025-02-21,23240,Unitite,Negociação
3904,5126,2035,2025-03-14,22013,Tryon,Negociação
3905,5329,1057,2025-06-09,22970,Unitite,Perdido
3906,5104,2010,2025-06-28,21474,Epikut,Proposta
3907,5425,1057,2025-06-02,20158,Unitite,Proposta
3908,5288,2021,2025-06-12,27240,Strong,Perdido
3909,5485,1032,2025-03-04,15018,Strong,Fechado ganho
3910,5122,1011,2025-04-23,17259,Epikut,Perdido
3911,5489,1055,2025-05-09,18027,Unitite,Negociação
3912,5481,1027,2025-01-14,16308,Epikut,Fechado ganho
3913,5477,1012,2025-03-19,9963,Tryon,Fechado ganho
3914,5159,2001,2025-05-20,15050,Strong,Perdido
3915,5210,1025,2025-06-05,8576,Tryon,Perdido
3916,5395,2011,2025-02-06,9059,Epikut,Negociação
3917,5421,2029,2025-04-16,28384,Tryon,Perdido
3918,5146,1046,2025-02-17,15363,Epikut,Fechado ganho
3919,5203,1004,2025-04-05,12200,Tryon,Negociação
3920,5359,2002,2025-04-01,13740,Unitite,Fechado ganho
3921,5106,1029,2025-05-25,12412,Epikut,Perdido
3922,5429,1060,2025-05-01,29604,Unitite,Proposta
3923,5497,1009,2025-02-12,17297,Unitite,Proposta
3924,5035,1058,2025-02-23,29724,Unitite,Fechado ganho
3925,5230,1029,2025-02-27,17210,Unitite,Perdido
3926,5429,2022,2025-03-31,28496,Tryon,Proposta
3927,5027,1043,2025-06-15,9157,Strong,Negociação
3928,5261,1015,2025-03-01,26860,Strong,Perdido
3929,5173,1008,2025-03-19,15753,Unitite,Fechado ganho
3930,5124,2038,2025-05-23,12233,Strong,Perdido
3931,5432,1044,2025-04-15,6619,Unitite,Negociação
3932,5355,1031,2025-05-17,17359,Strong,Fechado ganho
3933,5342,1022,2025-02-27,10855,Unitite,Fechado ganho
3934,5485,1045,2025-02-11,20739,Tryon,Proposta
3935,5242,1055,2025-03-22,29528,Unitite,Perdido
3936,5186,1051,2025-04-14,25396,Epikut,Negociação
3937,5179,1057,2025-04-01,27829,Tryon,Perdido
3938,5261,1050,2025-03-01,9019,Tryon,Negociação
3939,5226,2039,2025-03-30,18208,Strong,Negociação
3940,5203,2023,2025-03-21,27855,Strong,Perdido
3941,5241,2034,2025-04-05,10262,Tryon,Fechado ganho
3942,5064,1004,2025-01-30,9605,Unitite,Fechado ganho
3943,5174,1023,2025-04-14,14375,Epikut,Perdido
3944,5208,1046,2025-05-16,14161,Strong,Negociação
3945,5289,1053,2025-05-02,16895,Unitite,Perdido
3946,5264,1020,2025-03-02,15937,Unitite,Fechado ganho
3947,5331,2003,2025-05-07,5785,Strong,Negociação
3948,5209,2039,2025-04-12,18549,Tryon,Fechado ganho
3949,5225,1054,2025-04-15,6451,Strong,Negociação
3950,5428,2024,2025-04-19,3120,Strong,Negociação
3951,5290,1007,2025-05-09,12137,Epikut,Negociação
3952,5100,2036,2025-04-12,16600,Strong,Proposta
3953,5220,1019,2025-01-02,24389,Tryon,Perdido
3954,5389,1044,2025-03-30,24880,Strong,Proposta
3955,5427,2006,2025-03-25,23312,Epikut,Fechado ganho
3956,5468,2001,2025-04-10,3713,Epikut,Fechado ganho
3957,5433,2001,2025-05-22,28885,Tryon,Perdido
3958,5296,2009,2025-05-05,9555,Epikut,Negociação
3959,5062,2009,2025-01-28,10207,Strong,Proposta
3960,5256,2034,2025-06-29,2836,Tryon,Perdido
3961,5218,2023,2025-06-26,28672,Epikut,Perdido
3962,5460,2039,2025-03-28,9689,Unitite,Proposta
3963,5412,2006,2025-01-05,24948,Tryon,Proposta
3964,5088,2033,2025-01-21,2120,Strong,Fechado ganho
3965,5096,1010,2025-04-15,3065,Strong,Fechado ganho
3966,5499,1033,2025-04-21,21856,Strong,Negociação
3967,5013,1043,2025-04-12,3657,Unitite,Negociação
3968,5181,1022,2025-05-20,8538,Unitite,Fechado ganho
3969,5344,1023,2025-03-03,20566,Strong,Perdido
3970,5247,2033,2025-03-04,15026,Unitite,Fechado ganho
3971,5373,2021,2025-04-08,14432,Unitite,Proposta
3972,5413,2029,2025-01-16,14682,Strong,Proposta
3973,5036,2019,2025-01-29,23749,Tryon,Proposta
3974,5449,2001,2025-01-13,11468,Strong,Negociação
3975,5205,1052,2025-06-19,20293,Tryon,Negociação
3976,5003,2034,2025-05-24,15235,Unitite,Perdido
3977,5114,1016,2025-05-12,27251,Tryon,Fechado ganho
3978,5138,1024,2025-03-26,6434,Unitite,Negociação
3979,5282,2028,2025-05-07,9443,Tryon,Perdido
3980,5340,1043,2025-02-08,9958,Strong,Fechado ganho
3981,5355,2035,2025-02-09,3737,Epikut,Perdido
3982,5314,1056,2025-01-30,4624,Strong,Perdido
3983,5460,1059,2025-03-10,19910,Epikut,Perdido
3984,5191,2026,2025-03-24,16863,Epikut,Fechado ganho
3985,5041,1004,2025-06-18,15231,Tryon,Proposta
3986,5253,1006,2025-03-19,24601,Tryon,Negociação
3987,5133,1043,2025-01-24,23059,Tryon,Perdido
3988,5157,2019,2025-03-25,12035,Unitite,Perdido
3989,5131,1048,2025-02-23,4924,Epikut,Fechado ganho
3990,5401,1015,2025-02-16,27714,Unitite,Fechado ganho
3991,5144,1034,2025-03-30,16564,Strong,Negociação
3992,5048,2007,2025-02-10,26560,Strong,Perdido
3993,5113,2021,2025-06-26,15859,Tryon,Negociação
3994,5169,1024,2025-06-03,13085,Epikut,Fechado ganho
3995,5395,2037,2025-04-11,23904,Tryon,Proposta
3996,5369,2036,2025-06-15,23063,Strong,Perdido
3997,5420,1036,2025-02-16,3194,Strong,Negociação
3998,5224,1041,2025-06-03,13285,Strong,Negociação
3999,5302,2004,2025-05-03,19832,Unitite,Proposta
4000,5349,1054,2025-05-16,25769,Unitite,Fechado ganho
4001,5331,1013,2025-06-06,28280,Strong,Proposta
4002,5382,1006,2025-06-24,22368,Epikut,Fechado ganho
4003,5305,2033,2025-02-09,27531,Strong,Proposta
4004,5420,2016,2025-04-05,14176,Epikut,Perdido
4005,5339,2036,2025-03-21,5479,Epikut,Perdido
4006,5003,2006,2025-05-13,5573,Unitite,Proposta
4007,5310,1023,2025-02-10,22430,Unitite,Perdido
4008,5344,1010,2025-02-10,8946,Strong,Proposta
4009,5417,1008,2025-05-12,14158,Tryon,Proposta
4010,5376,1043,2025-04-01,26797,Tryon,Negociação
4011,5146,2033,2025-04-03,16831,Epikut,Perdido
4012,5499,1059,2025-03-13,15561,Tryon,Perdido
4013,5424,2035,2025-06-21,11800,Unitite,Proposta
4014,5330,2008,2025-05-18,6758,Unitite,Fechado ganho
4015,5247,1035,2025-05-11,8210,Epikut,Perdido
4016,5274,1018,2025-02-17,4814,Tryon,Proposta
4017,5313,1043,2025-04-15,16259,Strong,Perdido
4018,5200,1031,2025-01-17,3467,Strong,Negociação
4019,5236,2016,2025-04-15,23782,Tryon,Negociação
4020,5190,2034,2025-02-10,22109,Tryon,Fechado ganho
4021,5197,2013,2025-06-20,24358,Epikut,Perdido
4022,5382,1030,2025-01-26,14207,Unitite,Perdido
4023,5436,1022,2025-05-05,12254,Strong,Fechado ganho
4024,5394,1054,2025-01-24,17269,Epikut,Fechado ganho
4025,5037,1042,2025-03-19,24324,Epikut,Fechado ganho
4026,5199,2032,2025-02-19,13595,Strong,Proposta
4027,5149,1013,2025-05-16,18106,Tryon,Perdido
4028,5246,1017,2025-04-25,24664,Epikut,Proposta
4029,5356,1040,2025-02-05,26498,Strong,Perdido
4030,5354,2022,2025-06-22,14589,Tryon,Perdido
4031,5090,2037,2025-06-23,19548,Unitite,Perdido
4032,5016,1050,2025-05-31,22690,Strong,Negociação
4033,5119,1050,2025-01-06,9002,Tryon,Perdido
4034,5366,1017,2025-01-22,11889,Epikut,Perdido
4035,5078,2001,2025-04-30,17111,Epikut,Proposta
