id_venda,data,cliente_id,vendedor_id,produto_id,quantidade,valor_bruto,desconto,valor_liquido
11754,2025-06-02,5491,2033,1,14,7280,0.0,7280.0
11755,2025-03-24,5428,1050,4,16,3360,336.0,3024.0
11756,2025-05-09,5037,1055,2,5,2100,0.0,2100.0
11757,2025-06-27,5108,2038,2,23,9660,483.0,9177.0
11758,2025-02-12,5226,1010,2,3,1260,126.0,1134.0
11759,2025-05-25,5498,1018,3,6,1920,192.0,1728.0
11760,2025-03-29,5220,2017,4,16,3360,0.0,3360.0
11761,2025-03-22,5093,1049,4,13,2730,273.0,2457.0
11762,2025-05-04,5253,2026,4,5,1050,52.5,997.5
11763,2025-02-13,5299,2001,4,7,1470,0.0,1470.0
11764,2025-02-12,5314,2015,2,21,8820,882.0,7938.0
11765,2025-01-05,5065,2021,3,25,8000,800.0,7200.0
11766,2025-01-06,5149,2002,1,11,5720,572.0,5148.0
11767,2025-04-09,5135,1017,3,24,7680,768.0,6912.0
11768,2025-06-09,5240,2009,4,11,2310,115.5,2194.5
11769,2025-03-23,5433,1004,1,7,3640,0.0,3640.0
11770,2025-03-19,5338,1019,4,5,1050,105.0,945.0
11771,2025-06-18,5397,1031,3,12,3840,0.0,3840.0
11772,2025-04-03,5264,2005,1,15,7800,390.0,7410.0
11773,2025-05-06,5135,1023,3,2,640,32.0,608.0
11774,2025-06-03,5223,1001,3,5,1600,0.0,1600.0
11775,2025-01-20,5117,2003,3,10,3200,0.0,3200.0
11776,2025-05-05,5374,2036,1,5,2600,260.0,2340.0
11777,2025-03-05,5446,1058,2,10,4200,0.0,4200.0
11778,2025-03-13,5130,2033,2,10,4200,0.0,4200.0
11779,2025-03-15,5078,1051,2,7,2940,147.0,2793.0
11780,2025-02-03,5356,2024,1,22,11440,0.0,11440.0
11781,2025-04-21,5190,2007,4,16,3360,0.0,3360.0
11782,2025-06-02,5140,2014,1,18,9360,468.0,8892.0
11783,2025-03-05,5122,1005,4,24,5040,0.0,5040.0
11784,2025-05-10,5312,1056,2,18,7560,0.0,7560.0
11785,2025-03-20,5236,1048,2,14,5880,588.0,5292.0
11786,2025-05-19,5068,1032,1,4,2080,0.0,2080.0
11787,2025-05-12,5141,1018,1,12,6240,624.0,5616.0
11788,2025-03-31,5466,1042,1,24,12480,0.0,12480.0
11789,2025-02-28,5243,1002,1,25,13000,0.0,13000.0
11790,2025-05-16,5119,1036,2,18,7560,756.0,6804.0
11791,2025-04-19,5369,1037,2,20,8400,840.0,7560.0
11792,2025-04-03,5231,2027,4,13,2730,0.0,2730.0
11793,2025-03-12,5047,1058,1,21,10920,0.0,10920.0
11794,2025-05-25,5336,1026,4,6,1260,0.0,1260.0
11795,2025-04-18,5098,1024,3,9,2880,0.0,2880.0
11796,2025-01-06,5269,1035,1,23,11960,0.0,11960.0
11797,2025-05-29,5034,2019,2,8,3360,0.0,3360.0
11798,2025-02-06,5408,1007,4,10,2100,0.0,2100.0
11799,2025-04-22,5359,1052,4,7,1470,0.0,1470.0
11800,2025-01-31,5130,2025,2,13,5460,273.0,5187.0
11801,2025-06-28,5012,2006,3,1,320,16.0,304.0
11802,2025-06-07,5010,2037,3,3,960,0.0,960.0
11803,2025-04-16,5243,2004,3,13,4160,208.0,3952.0
11804,2025-03-21,5015,1053,2,12,5040,0.0,5040.0
11805,2025-01-08,5057,1017,3,3,960,96.0,864.0
11806,2025-02-23,5436,2027,3,8,2560,256.0,2304.0
11807,2025-04-26,5076,2038,1,4,2080,0.0,2080.0
11808,2025-03-14,5409,1023,4,9,1890,189.0,1701.0
11809,2025-02-03,5344,2003,2,2,840,84.0,756.0
11810,2025-02-12,5207,1051,2,19,7980,0.0,7980.0
11811,2025-03-20,5369,2010,2,10,4200,0.0,4200.0
11812,2025-03-05,5072,2035,1,8,4160,0.0,4160.0
11813,2025-06-14,5224,1046,1,10,5200,0.0,5200.0
11814,2025-01-03,5015,2035,2,19,7980,0.0,7980.0
11815,2025-03-05,5049,2006,1,18,9360,468.0,8892.0
11816,2025-05-19,5340,1018,2,18,7560,0.0,7560.0
11817,2025-02-07,5075,1018,2,5,2100,210.0,1890.0
11818,2025-02-03,5116,2009,1,13,6760,676.0,6084.0
11819,2025-06-20,5489,1052,4,24,5040,504.0,4536.0
11820,2025-03-06,5382,1006,1,4,2080,0.0,2080.0
11821,2025-05-03,5337,2036,2,21,8820,0.0,8820.0
11822,2025-02-27,5370,1022,3,2,640,0.0,640.0
11823,2025-04-13,5179,1058,3,6,1920,0.0,1920.0
11824,2025-03-01,5459,2011,2,10,4200,0.0,4200.0
11825,2025-02-10,5371,1019,2,23,9660,0.0,9660.0
11826,2025-02-02,5274,1037,2,21,8820,882.0,7938.0
11827,2025-03-22,5120,2013,3,22,7040,352.0,6688.0
11828,2025-03-02,5361,1023,1,13,6760,676.0,6084.0
11829,2025-04-19,5080,2016,3,23,7360,736.0,6624.0
11830,2025-04-28,5482,2007,2,2,840,0.0,840.0
11831,2025-04-07,5390,1029,4,16,3360,0.0,3360.0
11832,2025-05-09,5213,1017,3,15,4800,0.0,4800.0
11833,2025-03-24,5408,2030,1,9,4680,0.0,4680.0
11834,2025-02-21,5347,1010,2,11,4620,0.0,4620.0
11835,2025-04-02,5396,2038,3,15,4800,240.0,4560.0
11836,2025-06-12,5499,1033,1,21,10920,0.0,10920.0
11837,2025-03-11,5272,1036,3,20,6400,0.0,6400.0
11838,2025-02-14,5285,2031,3,24,7680,0.0,7680.0
11839,2025-05-21,5376,1004,1,5,2600,130.0,2470.0
11840,2025-04-09,5056,1023,3,6,1920,0.0,1920.0
11841,2025-03-28,5496,1055,4,24,5040,0.0,5040.0
11842,2025-05-02,5484,1057,4,25,5250,0.0,5250.0
11843,2025-05-19,5153,1035,3,17,5440,0.0,5440.0
11844,2025-02-03,5277,1004,4,11,2310,0.0,2310.0
11845,2025-02-26,5402,1001,1,15,7800,0.0,7800.0
11846,2025-06-19,5147,1036,3,1,320,16.0,304.0
11847,2025-02-09,5161,2039,4,14,2940,147.0,2793.0
11848,2025-04-10,5138,1033,4,5,1050,0.0,1050.0
11849,2025-01-08,5126,1023,4,9,1890,0.0,1890.0
11850,2025-02-03,5013,1048,1,17,8840,0.0,8840.0
11851,2025-01-08,5109,2022,1,14,7280,0.0,7280.0
11852,2025-05-01,5347,1027,1,22,11440,1144.0,10296.0
11853,2025-06-30,5103,2006,4,17,3570,178.5,3391.5
11854,2025-06-04,5263,1016,1,6,3120,312.0,2808.0
11855,2025-05-31,5300,1022,4,14,2940,0.0,2940.0
11856,2025-06-08,5012,2007,2,1,420,0.0,420.0
11857,2025-06-23,5260,1050,2,8,3360,336.0,3024.0
11858,2025-01-11,5002,1051,3,5,1600,0.0,1600.0
11859,2025-04-28,5449,1008,2,10,4200,210.0,3990.0
11860,2025-06-22,5051,1052,2,18,7560,0.0,7560.0
11861,2025-03-05,5292,2039,1,16,8320,0.0,8320.0
11862,2025-04-09,5353,1010,4,10,2100,105.0,1995.0
11863,2025-01-22,5151,1058,3,24,7680,0.0,7680.0
11864,2025-02-20,5353,2029,4,14,2940,294.0,2646.0
11865,2025-02-20,5444,2005,3,11,3520,0.0,3520.0
11866,2025-06-14,5119,2035,4,7,1470,73.5,1396.5
11867,2025-05-21,5065,1044,2,9,3780,0.0,3780.0
11868,2025-03-12,5032,2014,1,24,12480,624.0,11856.0
11869,2025-05-16,5468,1014,4,10,2100,105.0,1995.0
11870,2025-03-01,5318,1016,2,16,6720,336.0,6384.0
11871,2025-05-22,5238,1017,3,14,4480,0.0,4480.0
11872,2025-02-05,5491,2004,3,23,7360,0.0,7360.0
11873,2025-06-03,5486,1016,2,1,420,21.0,399.0
11874,2025-05-04,5022,1028,1,23,11960,0.0,11960.0
11875,2025-04-29,5204,1048,1,13,6760,0.0,6760.0
11876,2025-05-29,5451,1030,1,12,6240,0.0,6240.0
11877,2025-03-21,5182,1045,1,22,11440,0.0,11440.0
11878,2025-03-25,5132,1009,1,20,10400,0.0,10400.0
11879,2025-04-15,5477,2024,4,24,5040,0.0,5040.0
11880,2025-02-20,5099,1016,1,6,3120,156.0,2964.0
11881,2025-05-19,5470,1048,3,12,3840,0.0,3840.0
11882,2025-05-26,5284,2005,3,23,7360,0.0,7360.0
11883,2025-01-12,5102,1038,4,22,4620,0.0,4620.0
11884,2025-03-28,5462,1016,2,23,9660,0.0,9660.0
11885,2025-01-21,5458,1012,1,8,4160,0.0,4160.0
11886,2025-01-03,5279,2009,2,1,420,0.0,420.0
11887,2025-03-12,5351,1006,1,6,3120,156.0,2964.0
11888,2025-05-05,5129,1009,4,18,3780,0.0,3780.0
11889,2025-05-26,5093,1001,4,14,2940,294.0,2646.0
11890,2025-06-23,5005,1038,2,11,4620,0.0,4620.0
11891,2025-02-02,5122,2020,1,15,7800,780.0,7020.0
11892,2025-01-01,5462,1048,3,22,7040,704.0,6336.0
11893,2025-05-09,5293,2024,4,4,840,0.0,840.0
11894,2025-06-02,5433,2006,3,21,6720,672.0,6048.0
11895,2025-05-08,5369,2030,4,10,2100,0.0,2100.0
11896,2025-04-14,5360,2027,3,11,3520,352.0,3168.0
11897,2025-01-11,5437,2038,4,11,2310,0.0,2310.0
11898,2025-01-26,5022,1060,3,10,3200,160.0,3040.0
11899,2025-02-21,5043,2019,2,7,2940,0.0,2940.0
11900,2025-01-23,5228,1010,3,9,2880,0.0,2880.0
11901,2025-03-01,5167,1046,4,24,5040,504.0,4536.0
11902,2025-01-29,5234,1021,1,24,12480,624.0,11856.0
11903,2025-05-04,5317,2012,4,19,3990,0.0,3990.0
11904,2025-04-10,5427,1052,1,25,13000,0.0,13000.0
11905,2025-05-16,5034,2030,3,21,6720,336.0,6384.0
11906,2025-05-12,5179,2035,4,13,2730,0.0,2730.0
11907,2025-05-08,5473,1033,1,16,8320,0.0,8320.0
11908,2025-02-08,5462,1060,1,18,9360,0.0,9360.0
11909,2025-04-17,5197,2020,4,18,3780,0.0,3780.0
11910,2025-02-06,5143,2015,4,22,4620,462.0,4158.0
11911,2025-03-18,5313,1032,2,7,2940,147.0,2793.0
11912,2025-02-23,5444,1025,3,16,5120,0.0,5120.0
11913,2025-01-28,5234,1014,4,24,5040,504.0,4536.0
11914,2025-06-12,5346,2008,4,18,3780,0.0,3780.0
11915,2025-03-10,5435,1009,2,1,420,0.0,420.0
11916,2025-02-21,5374,1005,2,6,2520,126.0,2394.0
11917,2025-02-09,5191,2035,4,4,840,0.0,840.0
11918,2025-02-26,5269,1029,2,12,5040,0.0,5040.0
11919,2025-05-01,5408,1041,2,4,1680,0.0,1680.0
11920,2025-03-07,5248,1027,4,2,420,0.0,420.0
11921,2025-06-30,5379,2017,2,6,2520,0.0,2520.0
11922,2025-03-04,5441,1033,3,19,6080,0.0,6080.0
11923,2025-05-13,5470,2035,4,16,3360,0.0,3360.0
11924,2025-02-17,5187,1001,1,8,4160,0.0,4160.0
11925,2025-04-11,5421,1028,1,2,1040,0.0,1040.0
11926,2025-06-06,5141,2022,2,12,5040,0.0,5040.0
11927,2025-02-25,5156,1053,1,6,3120,0.0,3120.0
11928,2025-04-21,5068,1038,2,2,840,0.0,840.0
11929,2025-02-08,5211,1054,1,9,4680,0.0,4680.0
11930,2025-04-27,5190,1012,4,10,2100,210.0,1890.0
11931,2025-03-13,5429,2010,1,6,3120,156.0,2964.0
11932,2025-01-23,5483,2006,3,16,5120,0.0,5120.0
11933,2025-04-21,5204,1001,4,24,5040,0.0,5040.0
11934,2025-05-27,5376,2037,2,12,5040,252.0,4788.0
11935,2025-04-08,5298,1026,2,10,4200,420.0,3780.0
11936,2025-01-27,5201,2010,3,7,2240,224.0,2016.0
11937,2025-01-19,5130,1049,3,21,6720,0.0,6720.0
11938,2025-02-05,5277,2013,2,15,6300,0.0,6300.0
11939,2025-01-28,5316,2011,2,10,4200,0.0,4200.0
11940,2025-04-24,5400,1051,1,25,13000,0.0,13000.0
11941,2025-01-17,5326,2023,2,9,3780,378.0,3402.0
11942,2025-04-23,5428,2037,3,2,640,32.0,608.0
11943,2025-06-04,5228,1056,1,4,2080,104.0,1976.0
11944,2025-06-01,5349,2025,1,6,3120,312.0,2808.0
11945,2025-06-08,5026,1035,2,6,2520,0.0,2520.0
11946,2025-01-21,5043,1004,2,18,7560,756.0,6804.0
11947,2025-01-13,5499,1007,1,23,11960,598.0,11362.0
11948,2025-06-20,5393,1030,3,1,320,16.0,304.0
11949,2025-04-16,5374,2033,1,10,5200,520.0,4680.0
11950,2025-02-03,5420,1039,3,21,6720,0.0,6720.0
11951,2025-05-26,5409,2003,3,1,320,0.0,320.0
11952,2025-03-15,5181,2017,3,16,5120,512.0,4608.0
11953,2025-06-13,5040,1016,1,10,5200,0.0,5200.0
11954,2025-02-18,5158,1029,1,19,9880,0.0,9880.0
11955,2025-02-28,5356,1021,2,13,5460,273.0,5187.0
11956,2025-01-26,5369,2025,2,25,10500,0.0,10500.0
11957,2025-02-13,5342,2015,3,3,960,48.0,912.0
11958,2025-05-09,5459,1002,4,19,3990,0.0,3990.0
11959,2025-05-05,5002,2012,2,4,1680,0.0,1680.0
11960,2025-06-22,5017,1054,2,12,5040,0.0,5040.0
11961,2025-06-18,5200,2032,4,3,630,0.0,630.0
11962,2025-01-18,5466,1025,4,22,4620,0.0,4620.0
11963,2025-05-12,5341,1040,2,16,6720,336.0,6384.0
11964,2025-04-30,5132,2001,1,21,10920,1092.0,9828.0
11965,2025-03-09,5113,1046,4,16,3360,336.0,3024.0
11966,2025-05-25,5267,2012,4,20,4200,0.0,4200.0
11967,2025-06-13,5195,2025,3,12,3840,0.0,3840.0
11968,2025-04-07,5198,1004,3,20,6400,0.0,6400.0
11969,2025-01-19,5160,1059,4,8,1680,0.0,1680.0
11970,2025-01-21,5343,1042,1,12,6240,624.0,5616.0
11971,2025-02-25,5450,2036,2,21,8820,882.0,7938.0
11972,2025-05-13,5087,1013,2,15,6300,0.0,6300.0
11973,2025-05-22,5147,1023,2,7,2940,147.0,2793.0
11974,2025-05-04,5170,1049,4,15,3150,315.0,2835.0
11975,2025-04-01,5495,2032,4,14,2940,0.0,2940.0
11976,2025-04-12,5089,1009,4,13,2730,136.5,2593.5
11977,2025-05-12,5219,1025,3,5,1600,80.0,1520.0
11978,2025-06-11,5353,1036,1,22,11440,1144.0,10296.0
11979,2025-01-25,5366,2021,3,20,6400,640.0,5760.0
11980,2025-02-20,5382,1010,4,12,2520,0.0,2520.0
11981,2025-01-06,5326,1016,3,8,2560,0.0,2560.0
11982,2025-02-11,5034,2012,1,24,12480,1248.0,11232.0
11983,2025-05-17,5434,1010,1,20,10400,520.0,9880.0
11984,2025-05-02,5414,1055,3,1,320,32.0,288.0
11985,2025-02-05,5421,2032,4,13,2730,136.5,2593.5
11986,2025-02-15,5318,2035,1,4,2080,0.0,2080.0
11987,2025-02-06,5462,1006,3,24,7680,0.0,7680.0
11988,2025-01-27,5031,1024,1,10,5200,0.0,5200.0
11989,2025-06-19,5036,1034,4,11,2310,115.5,2194.5
11990,2025-05-31,5499,1052,1,5,2600,260.0,2340.0
11991,2025-01-05,5066,2023,1,1,520,26.0,494.0
11992,2025-02-18,5373,2033,3,13,4160,416.0,3744.0
11993,2025-05-29,5112,2040,2,2,840,0.0,840.0
11994,2025-05-22,5077,2037,2,3,1260,126.0,1134.0
11995,2025-03-24,5282,1025,4,10,2100,210.0,1890.0
11996,2025-05-17,5294,1035,4,21,4410,0.0,4410.0
11997,2025-06-25,5313,1004,3,3,960,0.0,960.0
11998,2025-02-19,5148,2003,2,23,9660,0.0,9660.0
11999,2025-05-28,5123,2006,4,15,3150,315.0,2835.0
12000,2025-03-22,5462,1028,2,22,9240,0.0,9240.0
12001,2025-04-21,5056,1038,1,7,3640,0.0,3640.0
12002,2025-05-05,5241,1036,1,7,3640,0.0,3640.0
12003,2025-01-19,5120,1034,1,19,9880,988.0,8892.0
12004,2025-01-09,5252,1051,2,11,4620,231.0,4389.0
12005,2025-04-22,5273,1059,2,14,5880,0.0,5880.0
12006,2025-05-08,5388,1053,3,1,320,0.0,320.0
12007,2025-02-07,5203,1022,2,19,7980,0.0,7980.0
12008,2025-04-10,5089,1019,3,25,8000,0.0,8000.0
12009,2025-06-26,5130,2014,4,21,4410,0.0,4410.0
12010,2025-03-25,5182,1019,2,10,4200,0.0,4200.0
12011,2025-06-15,5261,1018,4,12,2520,126.0,2394.0
12012,2025-06-07,5287,1040,2,25,10500,525.0,9975.0
12013,2025-05-28,5429,2021,3,5,1600,0.0,1600.0
12014,2025-05-11,5241,2025,3,18,5760,0.0,5760.0
12015,2025-06-16,5332,1032,3,19,6080,0.0,6080.0
12016,2025-04-05,5026,1006,1,10,5200,260.0,4940.0
12017,2025-03-11,5480,2003,4,14,2940,0.0,2940.0
12018,2025-02-15,5118,1037,4,10,2100,105.0,1995.0
12019,2025-02-27,5353,1011,1,18,9360,0.0,9360.0
12020,2025-04-29,5257,1012,4,11,2310,115.5,2194.5
12021,2025-02-17,5132,1018,4,22,4620,0.0,4620.0
12022,2025-04-08,5025,1028,1,24,12480,0.0,12480.0
12023,2025-01-04,5268,1004,2,23,9660,0.0,9660.0
12024,2025-05-28,5246,2019,4,1,210,0.0,210.0
12025,2025-04-27,5272,2021,2,17,7140,0.0,7140.0
12026,2025-04-10,5138,1022,1,2,1040,0.0,1040.0
12027,2025-04-20,5403,1019,3,16,5120,0.0,5120.0
12028,2025-06-25,5255,1045,2,12,5040,504.0,4536.0
12029,2025-01-05,5247,1019,4,25,5250,0.0,5250.0
12030,2025-06-27,5349,1007,3,15,4800,0.0,4800.0
12031,2025-06-25,5260,1036,3,14,4480,224.0,4256.0
12032,2025-02-20,5118,2001,2,18,7560,0.0,7560.0
12033,2025-06-10,5471,1014,1,15,7800,0.0,7800.0
12034,2025-02-26,5167,1051,1,23,11960,598.0,11362.0
12035,2025-01-10,5390,2023,1,24,12480,1248.0,11232.0
12036,2025-03-06,5348,1043,3,20,6400,0.0,6400.0
12037,2025-02-17,5115,1020,1,21,10920,0.0,10920.0
12038,2025-05-29,5342,1058,2,6,2520,0.0,2520.0
12039,2025-06-24,5294,2009,2,8,3360,0.0,3360.0
12040,2025-06-09,5105,1035,2,10,4200,420.0,3780.0
12041,2025-03-28,5150,2023,2,3,1260,63.0,1197.0
12042,2025-01-28,5115,2036,2,1,420,42.0,378.0
12043,2025-05-11,5225,1018,1,16,8320,0.0,8320.0
12044,2025-04-04,5053,1059,1,18,9360,936.0,8424.0
12045,2025-01-08,5431,1013,2,21,8820,882.0,7938.0
12046,2025-04-09,5114,1033,1,20,10400,0.0,10400.0
12047,2025-05-10,5401,2014,4,9,1890,94.5,1795.5
12048,2025-05-25,5312,1021,4,7,1470,0.0,1470.0
12049,2025-02-11,5331,1034,1,13,6760,0.0,6760.0
12050,2025-04-13,5123,1014,2,14,5880,294.0,5586.0
12051,2025-06-03,5170,2022,4,5,1050,52.5,997.5
12052,2025-05-15,5203,2014,2,24,10080,0.0,10080.0
12053,2025-06-08,5073,2033,1,8,4160,0.0,4160.0
12054,2025-02-04,5103,2005,3,6,1920,0.0,1920.0
12055,2025-02-07,5466,1057,1,7,3640,0.0,3640.0
12056,2025-01-19,5331,2034,2,21,8820,0.0,8820.0
12057,2025-02-17,5461,1029,1,7,3640,182.0,3458.0
12058,2025-01-16,5359,2004,2,7,2940,0.0,2940.0
12059,2025-01-16,5497,2038,4,17,3570,357.0,3213.0
12060,2025-06-02,5359,2039,1,23,11960,0.0,11960.0
12061,2025-02-18,5356,1026,4,9,1890,94.5,1795.5
12062,2025-06-09,5459,2032,2,9,3780,0.0,3780.0
12063,2025-06-15,5457,1006,1,21,10920,0.0,10920.0
12064,2025-01-31,5460,2012,1,19,9880,0.0,9880.0
12065,2025-01-05,5047,1055,1,11,5720,286.0,5434.0
12066,2025-04-24,5036,1001,4,25,5250,262.5,4987.5
12067,2025-01-18,5396,1030,3,1,320,16.0,304.0
12068,2025-05-03,5495,1022,2,1,420,42.0,378.0
12069,2025-05-05,5469,1031,4,10,2100,105.0,1995.0
12070,2025-01-20,5238,2019,4,8,1680,0.0,1680.0
12071,2025-06-18,5296,1018,4,14,2940,0.0,2940.0
12072,2025-04-07,5247,1006,3,11,3520,176.0,3344.0
12073,2025-01-25,5202,1058,1,24,12480,624.0,11856.0
12074,2025-01-08,5307,2030,1,23,11960,0.0,11960.0
12075,2025-06-08,5076,2040,1,19,9880,0.0,9880.0
12076,2025-06-05,5064,1014,4,1,210,0.0,210.0
12077,2025-05-15,5118,1060,4,3,630,0.0,630.0
12078,2025-04-13,5281,2008,2,8,3360,0.0,3360.0
12079,2025-05-16,5412,1023,4,3,630,63.0,567.0
12080,2025-06-02,5301,2014,4,5,1050,52.5,997.5
12081,2025-04-01,5118,2038,3,9,2880,144.0,2736.0
12082,2025-05-10,5315,1048,1,14,7280,0.0,7280.0
12083,2025-06-16,5127,1039,4,7,1470,73.5,1396.5
12084,2025-03-05,5242,1017,4,21,4410,0.0,4410.0
12085,2025-02-12,5488,2028,4,23,4830,0.0,4830.0
12086,2025-05-23,5452,2031,4,10,2100,210.0,1890.0
12087,2025-04-22,5333,2013,1,12,6240,0.0,6240.0
12088,2025-04-19,5144,2011,4,12,2520,0.0,2520.0
12089,2025-01-17,5246,1020,4,12,2520,0.0,2520.0
12090,2025-01-02,5061,1039,2,23,9660,0.0,9660.0
12091,2025-06-18,5439,1039,4,23,4830,0.0,4830.0
12092,2025-01-26,5278,2017,3,9,2880,0.0,2880.0
12093,2025-03-08,5064,1033,3,5,1600,0.0,1600.0
12094,2025-03-30,5039,1020,4,3,630,31.5,598.5
12095,2025-01-24,5404,1014,2,10,4200,0.0,4200.0
12096,2025-04-16,5026,2023,2,12,5040,252.0,4788.0
12097,2025-06-12,5433,1032,1,23,11960,1196.0,10764.0
12098,2025-02-16,5138,1030,2,7,2940,0.0,2940.0
12099,2025-03-09,5113,1046,2,11,4620,0.0,4620.0
12100,2025-03-09,5188,2036,1,9,4680,0.0,4680.0
12101,2025-05-20,5327,1059,1,23,11960,598.0,11362.0
12102,2025-05-30,5493,1058,3,5,1600,160.0,1440.0
12103,2025-03-20,5309,1053,2,20,8400,420.0,7980.0
12104,2025-03-10,5043,1055,1,7,3640,0.0,3640.0
12105,2025-05-13,5180,2033,2,2,840,0.0,840.0
12106,2025-01-04,5162,2025,2,23,9660,0.0,9660.0
12107,2025-01-21,5465,1018,1,25,13000,650.0,12350.0
12108,2025-03-08,5228,1050,4,3,630,0.0,630.0
12109,2025-02-13,5412,1043,4,22,4620,0.0,4620.0
12110,2025-05-29,5086,1052,2,21,8820,0.0,8820.0
12111,2025-02-24,5424,1038,3,15,4800,240.0,4560.0
12112,2025-01-01,5014,1058,3,21,6720,0.0,6720.0
12113,2025-04-09,5108,2008,3,15,4800,0.0,4800.0
12114,2025-02-03,5117,2014,1,15,7800,0.0,7800.0
12115,2025-04-27,5042,2019,3,19,6080,608.0,5472.0
12116,2025-06-30,5253,1058,1,17,8840,0.0,8840.0
12117,2025-06-27,5306,1044,2,13,5460,0.0,5460.0
12118,2025-04-12,5142,2039,4,4,840,84.0,756.0
12119,2025-03-07,5326,1038,4,15,3150,157.5,2992.5
12120,2025-03-26,5327,1043,1,9,4680,0.0,4680.0
12121,2025-03-24,5248,1015,1,17,8840,884.0,7956.0
12122,2025-05-02,5194,1058,4,15,3150,0.0,3150.0
12123,2025-03-20,5204,2011,4,10,2100,210.0,1890.0
12124,2025-01-01,5224,1022,1,13,6760,338.0,6422.0
12125,2025-03-08,5187,2020,3,1,320,0.0,320.0
12126,2025-04-20,5402,1043,3,20,6400,0.0,6400.0
12127,2025-03-22,5377,1039,3,22,7040,352.0,6688.0
12128,2025-01-10,5343,1005,3,1,320,16.0,304.0
12129,2025-01-10,5159,2007,1,19,9880,0.0,9880.0
12130,2025-06-10,5350,2010,1,8,4160,0.0,4160.0
12131,2025-02-09,5348,1030,4,6,1260,0.0,1260.0
12132,2025-03-19,5129,1006,2,14,5880,0.0,5880.0
12133,2025-01-12,5001,1023,2,16,6720,0.0,6720.0
12134,2025-01-18,5051,2035,3,11,3520,176.0,3344.0
12135,2025-05-04,5426,1022,3,8,2560,128.0,2432.0
12136,2025-06-10,5193,2029,4,17,3570,357.0,3213.0
12137,2025-06-10,5030,1040,1,8,4160,0.0,4160.0
12138,2025-05-12,5407,1038,2,19,7980,0.0,7980.0
12139,2025-03-04,5132,2024,3,9,2880,0.0,2880.0
12140,2025-03-27,5350,1016,2,5,2100,105.0,1995.0
12141,2025-04-16,5187,1051,3,24,7680,768.0,6912.0
12142,2025-06-25,5080,2029,2,18,7560,378.0,7182.0
12143,2025-01-07,5335,1035,2,15,6300,0.0,6300.0
12144,2025-01-19,5331,1056,3,14,4480,0.0,4480.0
12145,2025-05-08,5135,2001,1,3,1560,0.0,1560.0
12146,2025-04-10,5305,2015,2,2,840,0.0,840.0
12147,2025-04-11,5109,2036,4,19,3990,399.0,3591.0
12148,2025-05-23,5196,1008,1,20,10400,0.0,10400.0
12149,2025-05-15,5285,1055,2,23,9660,0.0,9660.0
12150,2025-02-11,5016,1035,3,19,6080,0.0,6080.0
12151,2025-05-31,5183,1050,3,21,6720,672.0,6048.0
12152,2025-05-06,5397,1002,2,1,420,0.0,420.0
12153,2025-06-14,5364,1044,3,20,6400,0.0,6400.0
12154,2025-06-09,5408,1060,1,25,13000,1300.0,11700.0
12155,2025-04-20,5115,2004,1,10,5200,520.0,4680.0
12156,2025-06-29,5009,2009,1,24,12480,0.0,12480.0
12157,2025-04-28,5308,1021,3,10,3200,0.0,3200.0
12158,2025-04-02,5141,2030,3,19,6080,304.0,5776.0
12159,2025-03-21,5497,1002,4,4,840,0.0,840.0
12160,2025-06-26,5162,1054,3,21,6720,0.0,6720.0
12161,2025-06-10,5193,2030,3,2,640,0.0,640.0
12162,2025-06-29,5325,1001,3,24,7680,0.0,7680.0
12163,2025-01-20,5385,2003,3,6,1920,192.0,1728.0
12164,2025-02-08,5303,2021,4,2,420,21.0,399.0
12165,2025-05-03,5048,2006,3,15,4800,0.0,4800.0
12166,2025-06-12,5211,1007,4,16,3360,0.0,3360.0
12167,2025-04-10,5315,1047,4,19,3990,199.5,3790.5
12168,2025-01-10,5474,2017,3,7,2240,0.0,2240.0
12169,2025-05-23,5149,2039,4,9,1890,0.0,1890.0
12170,2025-05-17,5328,2033,2,22,9240,462.0,8778.0
12171,2025-02-28,5243,2004,3,17,5440,0.0,5440.0
12172,2025-05-27,5491,2026,2,6,2520,0.0,2520.0
12173,2025-01-16,5129,1042,3,20,6400,0.0,6400.0
12174,2025-06-16,5328,1044,1,17,8840,0.0,8840.0
12175,2025-06-22,5202,2039,3,3,960,0.0,960.0
12176,2025-02-21,5313,1040,3,12,3840,0.0,3840.0
12177,2025-05-07,5246,1040,4,24,5040,0.0,5040.0
12178,2025-03-13,5209,1043,4,24,5040,0.0,5040.0
12179,2025-03-01,5186,1046,1,16,8320,0.0,8320.0
12180,2025-01-01,5459,2021,1,4,2080,208.0,1872.0
12181,2025-01-04,5291,2031,2,8,3360,168.0,3192.0
12182,2025-01-09,5281,2012,1,9,4680,0.0,4680.0
12183,2025-01-23,5439,2010,2,24,10080,0.0,10080.0
12184,2025-01-22,5059,1022,4,18,3780,0.0,3780.0
12185,2025-03-06,5433,1028,3,14,4480,0.0,4480.0
12186,2025-04-11,5059,1055,1,10,5200,0.0,5200.0
12187,2025-03-18,5236,1057,3,2,640,64.0,576.0
12188,2025-06-14,5173,1005,3,1,320,0.0,320.0
12189,2025-04-20,5460,1007,4,15,3150,0.0,3150.0
12190,2025-02-16,5465,1053,2,1,420,0.0,420.0
12191,2025-03-23,5101,1020,2,25,10500,525.0,9975.0
